kategoria,kierunek,opis kierunku,rekrutacja,specjalności,program studiów
Studia II stopnia niestacjonarne,Finanse Audyt Inwestycje,"Finanse, audyt, inwestycje
Finanse, audyt, inwestycje jest nowoczesnym i unikatowym kierunkiem studiów, przygotowanym dla studentów zainteresowanych specjalistyczną wiedzą oraz zgłębieniem tajników w zakresie: analizy finansowej, bankowości komercyjnej i centralnej, systemów walutowych, ubezpieczeń, instytucji należących do sektora pośrednictwa finansowego, podatków i finansów publicznych, rachunkowości, audytu, kontroli finansowej, rynków, inwestycji i instrumentów finansowych oraz planowania i zarządzania finansami osobistymi oraz finansami gospodarstwa domowego. Zagadnienia te rozpatrywane są zarówno od strony teoretycznej, uwzględniającej najnowsze prace i wyniki badań z zakresu ekonomii i finansów, jak i od strony praktycznej zapewnianej przez specjalistów z instytucji finansowych oraz doświadczonych inwestorów.
Absolwenci kierunku to pracownicy instytucji finansowych, aktywni uczestnicy rynków finansowych, maklerzy, biegli rewidenci, pracownicy działów finansowych spółek, doradcy podatkowi i finansowi czy analitycy rynków finansowych. Mogą oni także znaleźć zatrudnienie w jednostkach sektora finansów publicznych oraz instytucjach systemowych sektora bankowego i  finansowego.","Finanse, audyt, inwestycje
O przyjęcie na studia drugiego stopnia na kierunek finanse, audyt, inwestycje mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek finanse, audyt, inwestycje odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE","Finanse, audyt, inwestycje
Na kierunku oferowane są trzy specjalności:
bankowość i ubezpieczenia, finanse, audyt i podatki, kontrola finansowa i rachunkowość.
Kandydaci ubiegają się o przyjęcie na kierunek studiów. Uruchomienie określonej specjalności zależy od liczby studentów, którzy w trakcie studiów zadeklarują wolę studiowania na danej specjalności.","Finanse, audyt, inwestycje
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Informatyka I Ekonometria,"Studia drugiego stopnia na kierunku informatyka i ekonometria łączą kształcenie w zakresie ekonomii, finansów i biznesu z kompetencjami z obszaru nowoczesnych technologii i informatyki.
Na studiach drugiego stopnia studenci pogłębiają wiedzę w obszarze ekonomii, finansów i technologii informatycznych. Doskonalą umiejętności analizy danych, modelowania i prognozowania, programowania i obsługi systemów informatycznych oraz pakietów statystycznych. Zgłębiają tajniki inwestowania i zarządzania ryzykiem. Poznają zaawansowane technologie baz danych, problematykę sztucznej inteligencji, w tym uczenie maszynowe oraz ogólnie rozumianą Data science.
Absolwent kierunku po studiach drugiego stopnia może pracować jako:
analityk procesów gospodarczych znajdujący zatrudnienie wszędzie tam, gdzie podejmowanie decyzji ekonomicznych trzeba poprzedzić wnikliwymi analizami ilościowymi z wykorzystaniem technologii informatycznych; menedżer–informatyk, który będzie zdolny do twórczego i efektywnego funkcjonowania w gospodarce 4.0 na skalę międzynarodową; specjalista z zakresu rozwiązań informatycznych, odnajdujący się jako lider zespołów projektowych, broker informacyjny, projektant rozwiązań informatycznych dla biznesu, projektant serwisów internetowych i usług sieciowych, specjalista ds. audytu informatycznego; specjalista analityk wykorzystujący w pracy wiedzę i umiejętności związane z modelowaniem i prognozowaniem wielkości ekonomicznych i finansowych oraz wyceną instrumentów finansowych ( quant ).","O przyjęcie na studia drugiego stopnia na kierunek informatyka i ekonometria mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek informatyka i ekonometria odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE",Na kierunku informatyka i ekonometria nie są oferowane specjalności.,"Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Marketing,"Kierunek marketing jest idealny dla osób: ambitnych, przedsiębiorczych, kreatywnych, pozytywnie nastawionych, otwartych na kontakty z innymi ludźmi, ciekawych nowych doświadczeń, pragnących zmieniać świat na lepszy.
Absolwenci tego kierunku nabędą wiedzę, umiejętności i kompetencje pozwalające im na samodzielne podejmowanie decyzji w zmiennym otoczeniu rynkowym, z wykorzystaniem nowych technologii oraz mediów cyfrowych. Nauczą się tworzyć strategie oparte na nowoczesnych modelach biznesowych z wykorzystaniem marketingu cyfrowego. Opanują umiejętność rozpoznawania trendów rynkowych i wyszukiwania szans dla dalszego rozwoju organizacji, zarówno tych komercyjnych jak i niekomercyjnych.
Nowe i zmodyfikowane kierunki na studiach stacjonarnych II stopnia na UEP!","O przyjęcie na studia drugiego stopnia na kierunek marketing mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek marketing odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE",Na kierunku marketing nie są oferowane specjalności.,"Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Miedzynarodowe Stosunki Gospodarcze,"Międzynarodowe stosunki gospodarcze
Kierunek międzynarodowe stosunki gospodarcze odpowiada współczesnym potrzebom gospodarki światowej i krajowej. Kształcimy menedżerów gotowych do prowadzenia międzynarodowej działalności gospodarczej w duchu zrównoważonego rozwoju i z uwzględnieniem transformacji cyfrowej oraz specjalistów organizacji i instytucji krajowych i międzynarodowych. Zapewniamy rozwój kreatywności i analitycznego myślenia dzięki pracy w zespołach projektowych i wykładom praktyków biznesu.
Profil absolwenta:
menedżerowie, konsultanci, specjaliści prowadzący międzynarodową działalność gospodarczą, specjaliści i kadra zarządzająca w administracji publicznej i organizacjach międzynarodowych.","Międzynarodowe stosunki gospodarcze
O przyjęcie na studia drugiego stopnia na kierunek międzynarodowe stosunki gospodarcze mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek międzynarodowe stosunki gospodarcze odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE","Międzynarodowe stosunki gospodarcze
Na kierunku międzynarodowe stosunki gospodarcze nie są oferowane specjalności.","Międzynarodowe stosunki gospodarcze
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Rachunkowosc I Finanse Biznesu,"Rachunkowość i finanse biznesu
Kierunek rachunkowość i finanse biznesu na studiach drugiego stopnia umożliwia studentom nabycie poszerzonej wiedzy z zakresu rachunkowości i finansów w biznesie, w tym przede wszystkim z zakresu zarządzania finansami przedsiębiorstwa, rachunkowości finansowej oraz zarządczej, obszaru płynności i wiarygodności finansowej, controllingu, inwestycji kapitałowych, restrukturyzacji finansowej przedsiębiorstw, strategii podatkowych oraz specyfiki funkcjonowania grup kapitałowych.
Absolwent studiów drugiego stopnia jest przygotowany do podjęcia pracy na samodzielnych stanowiskach zarówno w typowych przedsiębiorstwach, jak i firmach usługowych, takich jak np. biura rachunkowe, firmach doradczych, a także w instytucjach finansowych.
Wykłady na kierunku rachunkowość i finanse biznesu , na studiach niestacjonarnych, są prowadzone w formie zdalnej (z wyjątkiem pojedynczych godzin przeznaczonych na zaliczenie przedmiotu).","Rachunkowość i finanse biznesu
O przyjęcie na studia drugiego stopnia na kierunek rachunkowość i finanse biznesu mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek rachunkowość i finanse biznesu odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE","Rachunkowość i finanse biznesu
Na kierunku oferowane są dwie specjalności:
finanse i rachunkowość przedsiębiorstw, rachunkowość i podatki w małym i średnim przedsiębiorstwie.,
Kandydaci ubiegają się o przyjęcie na kierunek studiów. Uruchomienie określonej specjalności zależy od liczby studentów, którzy w trakcie studiów zadeklarują wolę studiowania na danej specjalności.","Rachunkowość i finanse biznesu
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Rewizja Finansowa,"Kierunek rewizja finansowa wychodzi naprzeciw potrzebom i zmianom zachodzącym na rynku pracy. Na kierunku kształceni są poszukiwani na rynku biegli rewidenci – specjaliści w zakresie przeprowadzania badania jednostkowych i skonsolidowanych sprawozdań finansowych jednostek gospodarczych, w tym banków ubezpieczycieli, towarzystw i funduszy inwestycyjnych oraz emerytalnych, a także jednostek samorządu terytorialnego.
Celem kierunku rewizja finansowa jest przekazanie studentom aktualnej wiedzy teoretycznej i praktycznych umiejętności, niezbędnych do wykonywania zawodu biegłego rewidenta. W toku studiów studenci uzyskują kompetencje niezbędne w analizie danych finansowych, pozyskiwaniu informacji z ustrukturyzowanych baz danych (XML, XBRL), obsłudze wybranych programów finansowo-księgowych, obsłudze wybranych programów do badania sprawozdań finansowych, a także z elementami makro- i mikroekonomii, statystyki i ekonometrii.
Absolwenci kierunku rewizja finansowa mogą kontynuować ścieżkę prowadzącą do uzyskania tytułu biegłego rewidenta (praktyka, aplikacja, egzamin dyplomowy przed komisją PIBR) lub zostać zatrudnieni przez firmy audytorskie oraz doradcze, międzynarodowe korporacje, biura rachunkowe, urzędy skarbowe, jednostki sektora finansów publicznych, w tym jednostki samorządowe. Mogą również otworzyć własną działalność gospodarczą w zakresie badania sprawozdań finansowych i prowadzenia ksiąg rachunkowych.
Wykłady na kierunku rewizja finansowa , na studiach niestacjonarnych, są prowadzone w formie zdalnej (z wyjątkiem pojedynczych godzin przeznaczonych na zaliczenie przedmiotu).
Nowe i zmodyfikowane kierunki na studiach stacjonarnych II stopnia na UEP!","O przyjęcie na studia drugiego stopnia na kierunek rewizja finansowa mogą ubiegać się absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, studiów jednolitych magisterskich lub równorzędnych z dziedziny nauk społecznych w dyscyplinach ekonomia i finanse, nauki o zarządzaniu i jakości oraz nauki prawne.
Przyjęcie kandydatów na kierunek rewizja finansowa odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE",Na kierunku rewizja finansowa nie są oferowane specjalności.,"Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia niestacjonarne,Zarzadzanie,"Zarządzanie
Główne cele kształcenia na kierunku zarządzanie to:
przekazanie pogłębionej wiedzy studentom i ukształtowanie ich umiejętności w zakresie zarządzania różnymi obszarami działalności organizacji, jak i całą organizacją, zapoznanie studentów z kierunkami rozwoju koncepcji zarządzania, podkreślenie roli lidera oraz zespołowego podejścia do budowania i kształtowania nowoczesnych koncepcji zarządzania współczesnym przedsiębiorstwem, przekazanie wiedzy i umiejętności z zakresu oceny sytuacji ekonomicznej przedsiębiorstwa, a także z zakresu nowoczesnych technik kreowania wartości oraz metod wyceny przedsiębiorstwa, wskazanie zewnętrznych i wewnętrznych podstaw wyborów strategicznych w przedsiębiorstwie, przedstawienie praktycznego podejścia do formułowania opcji i wyboru opcji strategicznych, zapoznanie studentów ze znaczeniem strategii marketingowej w rozwoju przedsiębiorstwa, ukazanie podstawowych mechanizmów w obszarze gospodarowania nieruchomościami oraz poszczególnych zakresów tego gospodarowania, przekazanie studentom wiedzy z zakresu nowego zarządzania publicznego, ukazanie roli podmiotów publicznych i niepublicznych w kształtowaniu rozwoju.
Absolwent studiów drugiego stopnia na kierunku zarządzanie będzie przygotowany do pracy na stanowiskach:
specjalistycznych w systemie zarządzania (w szczególności analityka i projektanta systemów organizacji i zarządzania), menedżerów średniego i wyższego szczebla, doradców i konsultantów w organizacjach o charakterze gospodarczym lub publicznym, a także do prowadzenia własnej działalności.","Zarządzanie
O przyjęcie na studia drugiego stopnia na kierunek zarządzanie mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Przyjęcie kandydatów na kierunek zarządzanie odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, drugiego stopnia, jednolitych studiów magisterskich lub równorzędnych.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona po 14 lipca 2025 r. – ZAPISZ SIĘ ONLINE","Zarządzanie
Na kierunku oferowane są cztery specjalności:
zarządzanie inwestycjami i nieruchomościami, zarządzanie projektami, zarządzanie przedsiębiorstwami, zarządzanie zasobami ludzkimi.
Kandydaci ubiegają się o przyjęcie na kierunek studiów. Uruchomienie określonej specjalności zależy od liczby studentów, którzy w trakcie studiów zadeklarują wolę studiowania na danej specjalności.","Zarządzanie
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia (rekrutacja na semestr letni),Jakosc I Rozwoj Produktu,"Jakość i rozwój produktu
Studia trzysemestralne rozpoczynające się od semestru letniego.
Stacjonarne studia magisterskie (po studiach inżynierskich) na kierunku jakość i rozwój produktu umożliwiają nabycie kompetencji z zakresu projektowania, rozwoju i oceny produktu, oraz zapewnienia efektywności środowiskowej, ekonomicznej i technologicznej, zgodnie z aktualnymi trendami i wymaganiami rynkowymi.
Program studiów magisterskich obejmuje między innymi przedmioty z zakresu kształtowania, projektowania i oceny jakości produktów, zarządzania jakością oraz marketingu produktu. Studenci uczą się zarządzać produktem, kreować i różnicować portfel produktów przedsiębiorstwa, wdrażać i doskonalić znormalizowane systemy zarządzania w organizacji oraz kształtować jakość i bezpieczeństwo produktów na wszystkich etapach cyklu życia.
Nowe i zmodyfikowane kierunki na studiach stacjonarnych II stopnia na UEP!","Jakość i rozwój produktu
O przyjęcie na trzysemestralne studia drugiego stopnia prowadzone na kierunku jakość i rozwój produktu mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów drugiego stopnia, jednolitych studiów magisterskich albo co najmniej siedmiosemestralnych inżynierskich studiów pierwszego stopnia.
Przyjęcie kandydatów na kierunek jakość i rozwój produktu odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, studiów drugiego stopnia lub jednolitych studiów magisterskich.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona w listopadzie 2025 r. – ZAPISZ SIĘ ONLINE","Jakość i rozwój produktu
Na kierunku oferowane są dwie specjalności:
menedżer rozwoju produktu, menedżer zielonej transformacji.
Kandydaci ubiegają się o przyjęcie na kierunek studiów. Uruchomienie określonej specjalności zależy od liczby studentów, którzy w trakcie studiów zadeklarują wolę studiowania na danej specjalności.","Jakość i rozwój produktu
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia (rekrutacja na semestr letni),Zarzadzanie I Inzynieria Produkcji,"Zarządzanie i inżynieria produkcji
Studia trzysemestralne rozpoczynające się od semestru letniego .
Stacjonarne studia magisterskie na kierunku zarządzanie i inżynieria produkcji to studia umożliwiające nabycie kompetencji niezbędnych do projektowania i zarządzania procesami w organizacji oraz zarządzania jakością, uwzględniając także zasadami zrównoważonego rozwoju.
Program studiów kładzie duży nacisk na rozwijanie umiejętności kreatywnego i krytycznego myślenia oraz kształtowania postaw odpowiedzialnych społecznie. Zdobyte kompetencje pozwolą absolwentowi kierunku zarządzanie i inżynieria produkcji na realizację zadań natury technicznej i zadań o charakterze menadżerskim.","Zarządzanie i inżynieria produkcji
O przyjęcie na trzysemestralne studia drugiego stopnia prowadzone na kierunku zarządzanie i inżynieria produkcji mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów drugiego stopnia, jednolitych studiów magisterskich albo co najmniej siedmiosemestralnych inżynierskich studiów pierwszego stopnia.
Przyjęcie kandydatów na kierunek zarządzanie i inżynieria produkcji odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, studiów drugiego stopnia lub jednolitych studiów magisterskich.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona w listopadzie 2025 r. – ZAPISZ SIĘ ONLINE","Zarządzanie i inżynieria produkcji
Na kierunku oferowane są dwie specjalności:
zarządzanie jakością produktów, zrównoważona produkcja.
Kandydaci ubiegają się o przyjęcie na kierunek studiów. Uruchomienie określonej specjalności zależy od liczby studentów, którzy w trakcie studiów zadeklarują wolę studiowania na danej specjalności.","Zarządzanie i inżynieria produkcji
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
Studia II stopnia (rekrutacja na semestr letni),Zarzadzanie I Inzynieria Produkcji Niestacjonarne,"Zarządzanie i inżynieria produkcji
Niestacjonarne studia trzysemestralne rozpoczynające się od semestru letniego.
Program niestacjonarnych studiów magisterskich na kierunku zarządzanie i inżynieria produkcji umożliwia nabycie kompetencji zarówno menadżerskich, jak i technicznych, które pozwalają na rozwiązywanie wielokryteriowych zadań z zakresu zarządzania i inżynierii procesów wytwórczych oraz wszelkich procesów pomocniczych w organizacji lub przedsiębiorstwie.
Absolwent studiów magisterskich na kierunku zarządzanie i inżynieria produkcji potrafi pracować samodzielnie oraz w zespole, podejmując decyzje związane z projektowaniem i oceną produktu lub procesu, także w aspekcie zrównoważonego rozwoju. Program studiów obejmuje również przedmioty z zakresu zarządzania, zarządzania jakością, inżynierii materiałowej, technologii żywności i żywienia oraz ekonomii i finansów.","Zarządzanie i inżynieria produkcji
O przyjęcie na trzysemestralne studia drugiego stopnia prowadzone na kierunku zarządzanie i inżynieria produkcji mogą się ubiegać absolwenci publicznych i niepublicznych szkół wyższych, którzy legitymują się dyplomem ukończenia studiów drugiego stopnia, jednolitych studiów magisterskich albo co najmniej siedmiosemestralnych inżynierskich studiów pierwszego stopnia.
Przyjęcie kandydatów na kierunek zarządzanie i inżynieria produkcji odbywa się w kolejności według najwyższej średniej ocen z ukończonych studiów pierwszego stopnia, studiów drugiego stopnia lub jednolitych studiów magisterskich.
Szczegółowe zasady rekrutacji na studia w roku akademickim 2025/2026.
Rekrutacja zostanie uruchomiona w listopadzie 2025 r. – ZAPISZ SIĘ ONLINE","Zarządzanie i inżynieria produkcji
Na kierunku zarządzanie i inżynieria produkcji nie są oferowane specjalności.","Zarządzanie i inżynieria produkcji
Szczegółowe programy studiów prowadzonych w Uniwersytecie Ekonomicznym w Poznaniu dostępne są na stronie systemu Sylabus UEP. Programy studiów dla cyklu rozpoczynającego się od roku akademickiego 2025/2026 zostaną opublikowane w kwietniu 2025 roku.
System Sylabus UEP"
